observation_id,origin,destination,route,airline,travel_date,search_date,search_time,search_hour,lead_time,lead_time_days,fare_class,base_fare,taxes,fees,total_fare,availability,usable_for_index,source,timestamp,year,month,week,day_of_week,travel_month,route_median_fare,fare_deviation_pct,fare_consistency_flag,validation_status,validation_reason,duplicate_flag,outlier_flag
A0178,DEL,CCU,DEL-CCU,Air India,2026-09-06,2026-09-05,08:36,8,T+1,1,Economy,5368,1069,144,6581,AVAILABLE,True,Sample Data,2026-09-05 08:36:00,2026,9,36,Sunday,2026-09,6581.5,-0.01,VALID,VALID,,UNIQUE,NORMAL
A0179,DEL,BLR,DEL-BLR,Akasa Air,2026-10-20,2026-09-05,17:01,17,T+45,45,Economy,8786,1136,207,10129,AVAILABLE,True,Sample Data,2026-09-05 17:01:00,2026,10,43,Tuesday,2026-10,6927.0,46.22,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0180,BLR,HYD,BLR-HYD,Air India Express,2026-09-06,2026-09-05,10:22,10,T+1,1,Economy,3977,779,229,4985,AVAILABLE,True,Sample Data,2026-09-05 10:22:00,2026,9,36,Sunday,2026-09,6792.5,-26.61,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0181,DEL,BOM,DEL-BOM,Air India,2026-09-12,2026-09-05,23:40,23,T+7,7,Economy,7139,1173,152,8464,AVAILABLE,True,Sample Data,2026-09-05 23:40:00,2026,9,37,Saturday,2026-09,7207.0,17.44,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0182,DEL,BOM,DEL-BOM,IndiGo,2026-10-20,2026-09-05,05:23,5,T+45,45,Economy,4262,885,157,5304,AVAILABLE,True,Sample Data,2026-09-05 05:23:00,2026,10,43,Tuesday,2026-10,7207.0,-26.4,VALID,VALID,,UNIQUE,NORMAL
A0183,BOM,BLR,BOM-BLR,Air India Express,2026-10-20,2026-09-05,05:48,5,T+45,45,Economy,7384,586,276,8246,AVAILABLE,True,Sample Data,2026-09-05 05:48:00,2026,10,43,Tuesday,2026-10,6133.5,34.44,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0184,BLR,HYD,BLR-HYD,IndiGo,2026-09-06,2026-09-05,19:28,19,T+1,1,Economy,4729,953,219,5901,AVAILABLE,True,Sample Data,2026-09-05 19:28:00,2026,9,36,Sunday,2026-09,6792.5,-13.12,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0185,DEL,CCU,DEL-CCU,Air India Express,2026-09-12,2026-09-05,03:18,3,T+7,7,Economy,8684,1024,79,9787,AVAILABLE,True,Sample Data,2026-09-05 03:18:00,2026,9,37,Saturday,2026-09,6581.5,48.7,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0186,MAA,DEL,MAA-DEL,SpiceJet,2026-10-05,2026-09-05,12:38,12,T+30,30,Economy,6816,1183,128,8127,AVAILABLE,True,Sample Data,2026-09-05 12:38:00,2026,10,41,Monday,2026-10,7393.0,9.93,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0187,DEL,BOM,DEL-BOM,IndiGo,2026-09-12,2026-09-05,08:18,8,T+7,7,Economy,4969,716,246,5931,AVAILABLE,True,Sample Data,2026-09-05 08:18:00,2026,9,37,Saturday,2026-09,7207.0,-17.71,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0188,BOM,BLR,BOM-BLR,IndiGo,2026-09-06,2026-09-05,17:45,17,T+1,1,Economy,6574,940,94,7608,AVAILABLE,True,Sample Data,2026-09-05 17:45:00,2026,9,36,Sunday,2026-09,6133.5,24.04,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0189,DEL,BLR,DEL-BLR,SpiceJet,2026-10-20,2026-09-05,23:02,23,T+45,45,Economy,7972,862,68,8902,AVAILABLE,True,Sample Data,2026-09-05 23:02:00,2026,10,43,Tuesday,2026-10,6927.0,28.51,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0190,DEL,CCU,DEL-CCU,IndiGo,2026-10-05,2026-09-05,12:45,12,T+30,30,Economy,3137,820,197,4154,AVAILABLE,True,Sample Data,2026-09-05 12:45:00,2026,10,41,Monday,2026-10,6581.5,-36.88,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0191,MAA,DEL,MAA-DEL,Akasa Air,2026-09-20,2026-09-05,05:51,5,T+15,15,Economy,3443,914,55,4412,SOLD_OUT,False,Sample Data,2026-09-05 05:51:00,2026,9,38,Sunday,2026-09,7393.0,-40.32,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0192,BLR,HYD,BLR-HYD,Akasa Air,2026-09-20,2026-09-05,13:37,13,T+15,15,Economy,3221,947,266,4434,AVAILABLE,True,Sample Data,2026-09-05 13:37:00,2026,9,38,Sunday,2026-09,6792.5,-34.72,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0193,DEL,CCU,DEL-CCU,SpiceJet,2026-09-06,2026-09-05,10:49,10,T+1,1,Economy,5742,817,240,6799,AVAILABLE,True,Sample Data,2026-09-05 10:49:00,2026,9,36,Sunday,2026-09,6581.5,3.3,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0194,DEL,BLR,DEL-BLR,IndiGo,2026-10-20,2026-09-05,11:22,11,T+45,45,Economy,7687,616,185,8488,AVAILABLE,True,Sample Data,2026-09-05 11:22:00,2026,10,43,Tuesday,2026-10,6927.0,22.54,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0195,MAA,DEL,MAA-DEL,Air India,2026-09-12,2026-09-05,19:09,19,T+7,7,Economy,3342,649,115,4106,AVAILABLE,True,Sample Data,2026-09-05 19:09:00,2026,9,37,Saturday,2026-09,7393.0,-44.46,VALID,VALID,,UNIQUE,NORMAL
A0196,MAA,DEL,MAA-DEL,IndiGo,2026-09-12,2026-09-05,18:48,18,T+7,7,Economy,8831,1143,176,10150,AVAILABLE,True,Sample Data,2026-09-05 18:48:00,2026,9,37,Saturday,2026-09,7393.0,37.29,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0197,BLR,HYD,BLR-HYD,Akasa Air,2026-10-20,2026-09-05,20:20,20,T+45,45,Economy,7767,1150,209,9126,AVAILABLE,True,Sample Data,2026-09-05 20:20:00,2026,10,43,Tuesday,2026-10,6792.5,34.35,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0198,DEL,BLR,DEL-BLR,Akasa Air,2026-09-06,2026-09-05,08:37,8,T+1,1,Economy,6341,952,211,7504,AVAILABLE,True,Sample Data,2026-09-05 08:37:00,2026,9,36,Sunday,2026-09,6927.0,8.33,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0199,DEL,BOM,DEL-BOM,Air India Express,2026-10-20,2026-09-05,01:23,1,T+45,45,Economy,3107,817,168,4092,AVAILABLE,True,Sample Data,2026-09-05 01:23:00,2026,10,43,Tuesday,2026-10,7207.0,-43.22,VALID,VALID,,UNIQUE,NORMAL
A0200,BOM,BLR,BOM-BLR,IndiGo,2026-09-06,2026-09-05,18:35,18,T+1,1,Economy,7538,1108,179,8825,AVAILABLE,True,Sample Data,2026-09-05 18:35:00,2026,9,36,Sunday,2026-09,6133.5,43.88,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0201,MAA,DEL,MAA-DEL,IndiGo,2026-10-05,2026-09-05,15:32,15,T+30,30,Economy,7183,1167,98,8448,AVAILABLE,True,Sample Data,2026-09-05 15:32:00,2026,10,41,Monday,2026-10,7393.0,14.27,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0202,DEL,BLR,DEL-BLR,IndiGo,2026-10-05,2026-09-05,20:11,20,T+30,30,Economy,3347,851,232,4430,AVAILABLE,True,Sample Data,2026-09-05 20:11:00,2026,10,41,Monday,2026-10,6927.0,-36.05,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0203,DEL,BOM,DEL-BOM,Air India,2026-10-05,2026-09-05,11:23,11,T+30,30,Economy,6099,1036,183,7318,AVAILABLE,True,Sample Data,2026-09-05 11:23:00,2026,10,41,Monday,2026-10,7207.0,1.54,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0204,BOM,BLR,BOM-BLR,Akasa Air,2026-10-05,2026-09-05,20:41,20,T+30,30,Economy,8844,846,223,9913,AVAILABLE,True,Sample Data,2026-09-05 20:41:00,2026,10,41,Monday,2026-10,6133.5,61.62,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0205,BOM,BLR,BOM-BLR,IndiGo,2026-09-20,2026-09-05,08:46,8,T+15,15,Economy,3274,1071,223,4568,AVAILABLE,True,Sample Data,2026-09-05 08:46:00,2026,9,38,Sunday,2026-09,6133.5,-25.52,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0206,MAA,DEL,MAA-DEL,SpiceJet,2026-09-12,2026-09-05,11:19,11,T+7,7,Economy,5230,583,199,6012,AVAILABLE,True,Sample Data,2026-09-05 11:19:00,2026,9,37,Saturday,2026-09,7393.0,-18.68,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0207,MAA,DEL,MAA-DEL,Akasa Air,2026-09-12,2026-09-05,20:50,20,T+7,7,Economy,7374,586,129,8089,AVAILABLE,True,Sample Data,2026-09-05 20:50:00,2026,9,37,Saturday,2026-09,7393.0,9.41,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0208,BOM,BLR,BOM-BLR,Air India,2026-10-20,2026-09-05,11:01,11,T+45,45,Economy,3265,1161,221,4647,AVAILABLE,True,Sample Data,2026-09-05 11:01:00,2026,10,43,Tuesday,2026-10,6133.5,-24.24,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0209,BOM,BLR,BOM-BLR,Air India Express,2026-09-12,2026-09-05,06:14,6,T+7,7,Economy,4254,849,292,5395,AVAILABLE,True,Sample Data,2026-09-05 06:14:00,2026,9,37,Saturday,2026-09,6133.5,-12.04,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0210,DEL,BLR,DEL-BLR,Air India,2026-09-06,2026-09-05,23:56,23,T+1,1,Economy,4923,603,179,5705,AVAILABLE,True,Sample Data,2026-09-05 23:56:00,2026,9,36,Sunday,2026-09,6927.0,-17.64,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0211,BLR,HYD,BLR-HYD,IndiGo,2026-09-20,2026-09-05,04:10,4,T+15,15,Economy,8777,1132,83,9992,AVAILABLE,True,Sample Data,2026-09-05 04:10:00,2026,9,38,Sunday,2026-09,6792.5,47.1,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0212,DEL,BLR,DEL-BLR,SpiceJet,2026-09-12,2026-09-05,21:46,21,T+7,7,Economy,8407,948,61,9416,AVAILABLE,True,Sample Data,2026-09-05 21:46:00,2026,9,37,Saturday,2026-09,6927.0,35.93,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0213,DEL,BLR,DEL-BLR,Akasa Air,2026-10-20,2026-09-05,09:51,9,T+45,45,Economy,4834,959,109,5902,AVAILABLE,True,Sample Data,2026-09-05 09:51:00,2026,10,43,Tuesday,2026-10,6927.0,-14.8,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0214,DEL,CCU,DEL-CCU,Air India,2026-09-20,2026-09-05,09:49,9,T+15,15,Economy,8056,1084,162,9302,AVAILABLE,True,Sample Data,2026-09-05 09:49:00,2026,9,38,Sunday,2026-09,6581.5,41.34,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0215,DEL,CCU,DEL-CCU,SpiceJet,2026-10-20,2026-09-05,19:08,19,T+45,45,Economy,5929,665,259,6853,AVAILABLE,True,Sample Data,2026-09-05 19:08:00,2026,10,43,Tuesday,2026-10,6581.5,4.13,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0216,BOM,BLR,BOM-BLR,IndiGo,2026-10-05,2026-09-05,16:54,16,T+30,30,Economy,5540,1067,289,6896,AVAILABLE,True,Sample Data,2026-09-05 16:54:00,2026,10,41,Monday,2026-10,6133.5,12.43,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0217,DEL,BOM,DEL-BOM,Air India Express,2026-09-06,2026-09-05,16:09,16,T+1,1,Economy,8751,664,119,9534,AVAILABLE,True,Sample Data,2026-09-05 16:09:00,2026,9,36,Sunday,2026-09,7207.0,32.29,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0218,DEL,CCU,DEL-CCU,IndiGo,2026-09-12,2026-09-05,01:25,1,T+7,7,Economy,6195,857,288,7340,AVAILABLE,True,Sample Data,2026-09-05 01:25:00,2026,9,37,Saturday,2026-09,6581.5,11.52,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0219,BLR,HYD,BLR-HYD,Air India Express,2026-09-12,2026-09-05,10:59,10,T+7,7,Economy,5663,583,145,6391,AVAILABLE,True,Sample Data,2026-09-05 10:59:00,2026,9,37,Saturday,2026-09,6792.5,-5.91,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0220,DEL,BOM,DEL-BOM,Air India Express,2026-09-12,2026-09-05,15:44,15,T+7,7,Economy,3627,539,123,4289,SOLD_OUT,False,Sample Data,2026-09-05 15:44:00,2026,9,37,Saturday,2026-09,7207.0,-40.49,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0221,DEL,BLR,DEL-BLR,Akasa Air,2026-10-05,2026-09-05,08:13,8,T+30,30,Economy,7540,505,281,8326,AVAILABLE,True,Sample Data,2026-09-05 08:13:00,2026,10,41,Monday,2026-10,6927.0,20.2,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0222,DEL,BLR,DEL-BLR,SpiceJet,2026-10-20,2026-09-05,07:19,7,T+45,45,Economy,6823,933,78,7834,AVAILABLE,True,Sample Data,2026-09-05 07:19:00,2026,10,43,Tuesday,2026-10,6927.0,13.09,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0223,DEL,BOM,DEL-BOM,IndiGo,2026-09-12,2026-09-05,02:07,2,T+7,7,Economy,5939,1154,253,7346,AVAILABLE,True,Sample Data,2026-09-05 02:07:00,2026,9,37,Saturday,2026-09,7207.0,1.93,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0224,DEL,CCU,DEL-CCU,SpiceJet,2026-10-20,2026-09-05,22:09,22,T+45,45,Economy,2634,1147,181,3962,AVAILABLE,True,Sample Data,2026-09-05 22:09:00,2026,10,43,Tuesday,2026-10,6581.5,-39.8,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0225,BOM,BLR,BOM-BLR,Akasa Air,2026-09-06,2026-09-05,05:42,5,T+1,1,Economy,7536,861,111,8508,AVAILABLE,True,Sample Data,2026-09-05 05:42:00,2026,9,36,Sunday,2026-09,6133.5,38.71,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0226,MAA,DEL,MAA-DEL,IndiGo,2026-10-20,2026-09-05,16:50,16,T+45,45,Economy,5454,569,294,6317,AVAILABLE,True,Sample Data,2026-09-05 16:50:00,2026,10,43,Tuesday,2026-10,7393.0,-14.55,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0227,BLR,HYD,BLR-HYD,SpiceJet,2026-09-06,2026-09-05,11:16,11,T+1,1,Economy,5698,981,61,6740,AVAILABLE,True,Sample Data,2026-09-05 11:16:00,2026,9,36,Sunday,2026-09,6792.5,-0.77,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0228,MAA,DEL,MAA-DEL,IndiGo,2026-09-20,2026-09-05,21:40,21,T+15,15,Economy,8959,569,138,9666,AVAILABLE,True,Sample Data,2026-09-05 21:40:00,2026,9,38,Sunday,2026-09,7393.0,30.75,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0229,DEL,BOM,DEL-BOM,SpiceJet,2026-09-20,2026-09-05,20:11,20,T+15,15,Economy,3592,545,140,4277,AVAILABLE,True,Sample Data,2026-09-05 20:11:00,2026,9,38,Sunday,2026-09,7207.0,-40.65,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0230,MAA,DEL,MAA-DEL,Akasa Air,2026-10-05,2026-09-05,22:49,22,T+30,30,Economy,7675,686,257,8618,AVAILABLE,True,Sample Data,2026-09-05 22:49:00,2026,10,41,Monday,2026-10,7393.0,16.57,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0231,DEL,CCU,DEL-CCU,IndiGo,2026-09-20,2026-09-05,01:20,1,T+15,15,Economy,4151,544,252,4947,AVAILABLE,True,Sample Data,2026-09-05 01:20:00,2026,9,38,Sunday,2026-09,6581.5,-24.83,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0232,BOM,BLR,BOM-BLR,SpiceJet,2026-10-05,2026-09-05,20:12,20,T+30,30,Economy,6948,984,114,8046,AVAILABLE,True,Sample Data,2026-09-05 20:12:00,2026,10,41,Monday,2026-10,6133.5,31.18,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0233,BOM,BLR,BOM-BLR,Air India Express,2026-09-06,2026-09-05,11:27,11,T+1,1,Economy,7871,839,119,8829,AVAILABLE,True,Sample Data,2026-09-05 11:27:00,2026,9,36,Sunday,2026-09,6133.5,43.95,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0234,DEL,CCU,DEL-CCU,Akasa Air,2026-10-05,2026-09-05,11:59,11,T+30,30,Economy,5277,691,177,6145,AVAILABLE,True,Sample Data,2026-09-05 11:59:00,2026,10,41,Monday,2026-10,6581.5,-6.63,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0235,BLR,HYD,BLR-HYD,Air India Express,2026-09-06,2026-09-05,05:34,5,T+1,1,Economy,8456,934,70,9460,AVAILABLE,True,Sample Data,2026-09-05 05:34:00,2026,9,36,Sunday,2026-09,6792.5,39.27,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0236,BOM,BLR,BOM-BLR,Air India Express,2026-09-06,2026-09-05,14:38,14,T+1,1,Economy,3155,835,219,4209,AVAILABLE,True,Sample Data,2026-09-05 14:38:00,2026,9,36,Sunday,2026-09,6133.5,-31.38,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0237,MAA,DEL,MAA-DEL,Akasa Air,2026-09-12,2026-09-05,23:55,23,T+7,7,Economy,8150,954,139,9243,AVAILABLE,True,Sample Data,2026-09-05 23:55:00,2026,9,37,Saturday,2026-09,7393.0,25.02,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0238,BOM,BLR,BOM-BLR,SpiceJet,2026-10-05,2026-09-05,01:04,1,T+30,30,Economy,4749,1154,300,6203,AVAILABLE,True,Sample Data,2026-09-05 01:04:00,2026,10,41,Monday,2026-10,6133.5,1.13,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0239,MAA,DEL,MAA-DEL,Akasa Air,2026-09-20,2026-09-05,04:54,4,T+15,15,Economy,6703,1195,90,7988,SOLD_OUT,False,Sample Data,2026-09-05 04:54:00,2026,9,38,Sunday,2026-09,7393.0,8.05,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0240,BLR,HYD,BLR-HYD,Akasa Air,2026-09-06,2026-09-05,11:23,11,T+1,1,Economy,3534,568,110,4212,AVAILABLE,True,Sample Data,2026-09-05 11:23:00,2026,9,36,Sunday,2026-09,6792.5,-37.99,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0241,DEL,CCU,DEL-CCU,SpiceJet,2026-09-06,2026-09-05,11:23,11,T+1,1,Economy,7456,657,223,8336,AVAILABLE,True,Sample Data,2026-09-05 11:23:00,2026,9,36,Sunday,2026-09,6581.5,26.66,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0242,DEL,CCU,DEL-CCU,IndiGo,2026-10-20,2026-09-05,20:17,20,T+45,45,Economy,3627,1042,143,4812,AVAILABLE,True,Sample Data,2026-09-05 20:17:00,2026,10,43,Tuesday,2026-10,6581.5,-26.89,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0243,DEL,BLR,DEL-BLR,IndiGo,2026-09-06,2026-09-05,17:07,17,T+1,1,Economy,8526,690,177,9393,AVAILABLE,True,Sample Data,2026-09-05 17:07:00,2026,9,36,Sunday,2026-09,6927.0,35.6,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0244,BOM,BLR,BOM-BLR,Air India Express,2026-10-05,2026-09-05,15:12,15,T+30,30,Economy,4257,1126,123,5506,AVAILABLE,True,Sample Data,2026-09-05 15:12:00,2026,10,41,Monday,2026-10,6133.5,-10.23,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0245,DEL,BOM,DEL-BOM,Air India,2026-09-06,2026-09-05,02:51,2,T+1,1,Economy,6203,676,280,7159,AVAILABLE,True,Sample Data,2026-09-05 02:51:00,2026,9,36,Sunday,2026-09,7207.0,-0.67,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0246,MAA,DEL,MAA-DEL,Air India Express,2026-09-20,2026-09-05,09:54,9,T+15,15,Economy,8312,566,190,9068,AVAILABLE,True,Sample Data,2026-09-05 09:54:00,2026,9,38,Sunday,2026-09,7393.0,22.66,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0247,DEL,BLR,DEL-BLR,Air India,2026-09-20,2026-09-05,04:15,4,T+15,15,Economy,6667,729,81,7477,MISSING,False,Sample Data,2026-09-05 04:15:00,2026,9,38,Sunday,2026-09,6927.0,7.94,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0248,DEL,CCU,DEL-CCU,IndiGo,2026-09-20,2026-09-05,17:08,17,T+15,15,Economy,7038,1086,144,8268,AVAILABLE,True,Sample Data,2026-09-05 17:08:00,2026,9,38,Sunday,2026-09,6581.5,25.62,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0249,BLR,HYD,BLR-HYD,IndiGo,2026-09-06,2026-09-05,16:26,16,T+1,1,Economy,5033,907,233,6173,AVAILABLE,True,Sample Data,2026-09-05 16:26:00,2026,9,36,Sunday,2026-09,6792.5,-9.12,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0250,DEL,CCU,DEL-CCU,SpiceJet,2026-09-06,2026-09-05,14:43,14,T+1,1,Economy,3526,824,214,4564,AVAILABLE,True,Sample Data,2026-09-05 14:43:00,2026,9,36,Sunday,2026-09,6581.5,-30.65,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0251,BLR,HYD,BLR-HYD,Air India Express,2026-09-12,2026-09-05,04:27,4,T+7,7,Economy,8891,1064,213,10168,AVAILABLE,True,Sample Data,2026-09-05 04:27:00,2026,9,37,Saturday,2026-09,6792.5,49.69,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0252,BLR,HYD,BLR-HYD,IndiGo,2026-09-06,2026-09-05,10:59,10,T+1,1,Economy,6744,656,127,7527,AVAILABLE,True,Sample Data,2026-09-05 10:59:00,2026,9,36,Sunday,2026-09,6792.5,10.81,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0253,MAA,DEL,MAA-DEL,Air India,2026-09-20,2026-09-05,06:40,6,T+15,15,Economy,6750,790,266,7806,AVAILABLE,True,Sample Data,2026-09-05 06:40:00,2026,9,38,Sunday,2026-09,7393.0,5.59,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0254,BLR,HYD,BLR-HYD,Air India Express,2026-09-12,2026-09-05,16:41,16,T+7,7,Economy,7620,810,207,8637,AVAILABLE,True,Sample Data,2026-09-05 16:41:00,2026,9,37,Saturday,2026-09,6792.5,27.15,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0255,DEL,BLR,DEL-BLR,SpiceJet,2026-10-20,2026-09-05,19:21,19,T+45,45,Economy,3763,675,218,4656,AVAILABLE,True,Sample Data,2026-09-05 19:21:00,2026,10,43,Tuesday,2026-10,6927.0,-32.78,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0256,BLR,HYD,BLR-HYD,IndiGo,2026-09-06,2026-09-05,18:16,18,T+1,1,Economy,3165,546,292,4003,AVAILABLE,True,Sample Data,2026-09-05 18:16:00,2026,9,36,Sunday,2026-09,6792.5,-41.07,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0257,MAA,DEL,MAA-DEL,Air India,2026-10-20,2026-09-05,20:34,20,T+45,45,Economy,5912,1132,213,7257,AVAILABLE,True,Sample Data,2026-09-05 20:34:00,2026,10,43,Tuesday,2026-10,7393.0,-1.84,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0258,BOM,BLR,BOM-BLR,Air India Express,2026-10-05,2026-09-05,22:03,22,T+30,30,Economy,4506,915,126,5547,AVAILABLE,True,Sample Data,2026-09-05 22:03:00,2026,10,41,Monday,2026-10,6133.5,-9.56,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0259,DEL,BLR,DEL-BLR,Akasa Air,2026-10-05,2026-09-05,04:20,4,T+30,30,Economy,6466,975,102,7543,AVAILABLE,True,Sample Data,2026-09-05 04:20:00,2026,10,41,Monday,2026-10,6927.0,8.89,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0260,MAA,DEL,MAA-DEL,Air India Express,2026-09-20,2026-09-05,17:06,17,T+15,15,Economy,5766,633,244,6643,AVAILABLE,True,Sample Data,2026-09-05 17:06:00,2026,9,38,Sunday,2026-09,7393.0,-10.14,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0261,BOM,BLR,BOM-BLR,Air India,2026-10-05,2026-09-05,03:03,3,T+30,30,Economy,3503,773,165,4441,AVAILABLE,True,Sample Data,2026-09-05 03:03:00,2026,10,41,Monday,2026-10,6133.5,-27.59,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0262,BOM,BLR,BOM-BLR,Akasa Air,2026-10-20,2026-09-05,05:52,5,T+45,45,Economy,5925,754,296,6975,AVAILABLE,True,Sample Data,2026-09-05 05:52:00,2026,10,43,Tuesday,2026-10,6133.5,13.72,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0263,BOM,BLR,BOM-BLR,SpiceJet,2026-09-20,2026-09-05,14:31,14,T+15,15,Economy,4055,663,177,4895,MISSING,False,Sample Data,2026-09-05 14:31:00,2026,9,38,Sunday,2026-09,6133.5,-20.19,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0264,BOM,BLR,BOM-BLR,Akasa Air,2026-09-06,2026-09-05,07:13,7,T+1,1,Economy,3237,902,179,4318,AVAILABLE,True,Sample Data,2026-09-05 07:13:00,2026,9,36,Sunday,2026-09,6133.5,-29.6,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0265,BLR,HYD,BLR-HYD,Air India Express,2026-09-06,2026-09-05,20:43,20,T+1,1,Economy,2914,788,176,3878,AVAILABLE,True,Sample Data,2026-09-05 20:43:00,2026,9,36,Sunday,2026-09,6792.5,-42.91,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0266,DEL,CCU,DEL-CCU,Air India Express,2026-10-20,2026-09-05,08:46,8,T+45,45,Economy,2566,610,160,3336,AVAILABLE,True,Sample Data,2026-09-05 08:46:00,2026,10,43,Tuesday,2026-10,6581.5,-49.31,VALID,VALID,,UNIQUE,NORMAL
