observation_id,origin,destination,airline,travel_date,search_date,search_time,lead_time,fare_class,base_fare,taxes,fees,total_fare,availability,source,timestamp
A0350,BLR,HYD,SpiceJet,2026-10-05,2026-09-05,14:31,T+30,Economy,8836,834,57,9727,AVAILABLE,Sample Data,2026-09-05 14:31
A0351,DEL,BLR,Air India Express,2026-10-20,2026-09-05,21:24,T+45,Economy,5575,942,97,6614,AVAILABLE,Sample Data,2026-09-05 21:24
A0352,DEL,BOM,SpiceJet,2026-09-20,2026-09-05,12:45,T+15,Economy,4518,575,71,5164,AVAILABLE,Sample Data,2026-09-05 12:45
A0353,MAA,DEL,Air India,2026-10-05,2026-09-05,09:28,T+30,Economy,5094,869,77,6040,AVAILABLE,Sample Data,2026-09-05 09:28
A0354,BOM,BLR,Air India Express,2026-09-06,2026-09-05,17:35,T+1,Economy,3585,589,97,4271,AVAILABLE,Sample Data,2026-09-05 17:35
A0355,BLR,HYD,Akasa Air,2026-09-06,2026-09-05,19:38,T+1,Economy,2715,591,140,3446,AVAILABLE,Sample Data,2026-09-05 19:38
A0356,BOM,BLR,Akasa Air,2026-09-06,2026-09-05,23:57,T+1,Economy,4890,923,149,5962,AVAILABLE,Sample Data,2026-09-05 23:57
A0357,BLR,HYD,Air India,2026-10-20,2026-09-05,04:17,T+45,Economy,6768,673,225,7666,AVAILABLE,Sample Data,2026-09-05 04:17
A0358,BOM,BLR,Air India Express,2026-10-05,2026-09-05,13:19,T+30,Economy,3695,564,92,4351,AVAILABLE,Sample Data,2026-09-05 13:19
A0359,DEL,CCU,IndiGo,2026-09-20,2026-09-05,19:39,T+15,Economy,4561,752,234,5547,AVAILABLE,Sample Data,2026-09-05 19:39
A0360,DEL,BLR,Akasa Air,2026-09-06,2026-09-05,10:53,T+1,Economy,3609,811,51,4471,SOLD_OUT,Sample Data,2026-09-05 10:53
A0361,BLR,HYD,Akasa Air,2026-09-20,2026-09-05,20:38,T+15,Economy,6106,842,160,7108,AVAILABLE,Sample Data,2026-09-05 20:38
A0362,DEL,BLR,Air India Express,2026-09-20,2026-09-05,12:20,T+15,Economy,7441,705,172,8318,AVAILABLE,Sample Data,2026-09-05 12:20
A0363,BOM,BLR,Akasa Air,2026-10-20,2026-09-05,12:23,T+45,Economy,8905,748,133,9786,AVAILABLE,Sample Data,2026-09-05 12:23
A0364,DEL,BOM,SpiceJet,2026-09-12,2026-09-05,17:01,T+7,Economy,7351,1058,96,8505,AVAILABLE,Sample Data,2026-09-05 17:01
A0365,MAA,DEL,Akasa Air,2026-09-12,2026-09-05,13:43,T+7,Economy,6091,798,262,7151,AVAILABLE,Sample Data,2026-09-05 13:43
A0366,DEL,CCU,Air India,2026-09-20,2026-09-05,13:50,T+15,Economy,4482,758,218,5458,AVAILABLE,Sample Data,2026-09-05 13:50
A0367,DEL,CCU,IndiGo,2026-10-05,2026-09-05,16:59,T+30,Economy,7398,990,199,8587,AVAILABLE,Sample Data,2026-09-05 16:59
A0368,MAA,DEL,Akasa Air,2026-10-20,2026-09-05,17:38,T+45,Economy,2801,868,229,3898,AVAILABLE,Sample Data,2026-09-05 17:38
A0369,MAA,DEL,IndiGo,2026-09-06,2026-09-05,05:41,T+1,Economy,8799,754,218,9771,AVAILABLE,Sample Data,2026-09-05 05:41
A0370,BLR,HYD,IndiGo,2026-10-20,2026-09-05,10:50,T+45,Economy,7784,1193,215,9192,AVAILABLE,Sample Data,2026-09-05 10:50
A0371,DEL,CCU,IndiGo,2026-09-06,2026-09-05,16:35,T+1,Economy,3307,764,106,4177,AVAILABLE,Sample Data,2026-09-05 16:35
A0372,BLR,HYD,SpiceJet,2026-09-12,2026-09-05,21:37,T+7,Economy,6151,883,150,7184,AVAILABLE,Sample Data,2026-09-05 21:37
A0373,MAA,DEL,SpiceJet,2026-09-12,2026-09-05,13:58,T+7,Economy,5325,525,173,6023,AVAILABLE,Sample Data,2026-09-05 13:58
A0374,DEL,BOM,IndiGo,2026-09-12,2026-09-05,06:33,T+7,Economy,5353,819,137,6309,AVAILABLE,Sample Data,2026-09-05 06:33
A0375,DEL,CCU,Air India Express,2026-10-05,2026-09-05,10:04,T+30,Economy,3299,948,234,4481,AVAILABLE,Sample Data,2026-09-05 10:04
A0376,BOM,BLR,IndiGo,2026-09-06,2026-09-05,05:59,T+1,Economy,2685,851,215,3751,AVAILABLE,Sample Data,2026-09-05 05:59
A0377,MAA,DEL,Air India,2026-10-20,2026-09-05,13:29,T+45,Economy,3929,1065,90,5084,AVAILABLE,Sample Data,2026-09-05 13:29
A0378,DEL,BLR,Akasa Air,2026-09-12,2026-09-05,00:47,T+7,Economy,4026,1155,218,5399,AVAILABLE,Sample Data,2026-09-05 00:47
A0379,BLR,HYD,Air India,2026-10-05,2026-09-05,06:13,T+30,Economy,7351,939,149,8439,AVAILABLE,Sample Data,2026-09-05 06:13
A0380,BOM,BLR,IndiGo,2026-10-20,2026-09-05,06:29,T+45,Economy,3333,1049,97,4479,AVAILABLE,Sample Data,2026-09-05 06:29
A0381,DEL,BOM,Air India Express,2026-10-05,2026-09-05,19:25,T+30,Economy,6823,1154,130,8107,AVAILABLE,Sample Data,2026-09-05 19:25
A0382,BLR,HYD,IndiGo,2026-09-20,2026-09-05,21:45,T+15,Economy,5383,968,208,6559,AVAILABLE,Sample Data,2026-09-05 21:45
A0383,BOM,BLR,SpiceJet,2026-10-20,2026-09-05,07:19,T+45,Economy,3194,1188,84,4466,AVAILABLE,Sample Data,2026-09-05 07:19
A0384,DEL,BOM,Air India,2026-09-20,2026-09-05,19:08,T+15,Economy,8180,644,180,9004,AVAILABLE,Sample Data,2026-09-05 19:08
A0385,BLR,HYD,Akasa Air,2026-10-05,2026-09-05,20:59,T+30,Economy,4021,998,212,5231,AVAILABLE,Sample Data,2026-09-05 20:59
A0386,DEL,BLR,SpiceJet,2026-09-12,2026-09-05,14:39,T+7,Economy,6511,795,85,7391,AVAILABLE,Sample Data,2026-09-05 14:39
A0387,DEL,BOM,Air India Express,2026-09-06,2026-09-05,17:32,T+1,Economy,6469,639,99,7207,AVAILABLE,Sample Data,2026-09-05 17:32
A0388,MAA,DEL,Akasa Air,2026-10-05,2026-09-05,14:31,T+30,Economy,8109,1003,156,9268,AVAILABLE,Sample Data,2026-09-05 14:31
A0389,DEL,BLR,IndiGo,2026-10-20,2026-09-05,07:34,T+45,Economy,2752,725,124,3601,AVAILABLE,Sample Data,2026-09-05 07:34
A0390,BOM,BLR,Air India,2026-10-05,2026-09-05,18:07,T+30,Economy,7133,1007,190,8330,AVAILABLE,Sample Data,2026-09-05 18:07
A0391,BOM,BLR,SpiceJet,2026-09-20,2026-09-05,17:13,T+15,Economy,6940,542,244,7726,AVAILABLE,Sample Data,2026-09-05 17:13
A0392,DEL,CCU,IndiGo,2026-09-12,2026-09-05,02:28,T+7,Economy,4938,533,165,5636,AVAILABLE,Sample Data,2026-09-05 02:28
A0393,DEL,BOM,Air India,2026-09-12,2026-09-05,22:39,T+7,Economy,8542,1102,226,9870,AVAILABLE,Sample Data,2026-09-05 22:39
A0394,MAA,DEL,Akasa Air,2026-09-12,2026-09-05,06:51,T+7,Economy,7547,642,250,8439,AVAILABLE,Sample Data,2026-09-05 06:51
A0395,DEL,BOM,SpiceJet,2026-09-20,2026-09-05,10:45,T+15,Economy,6860,787,202,7849,AVAILABLE,Sample Data,2026-09-05 10:45
A0396,BOM,BLR,Air India Express,2026-10-20,2026-09-05,03:08,T+45,Economy,4690,1026,280,5996,AVAILABLE,Sample Data,2026-09-05 03:08
A0397,DEL,CCU,IndiGo,2026-09-20,2026-09-05,07:09,T+15,Economy,7873,629,229,8731,AVAILABLE,Sample Data,2026-09-05 07:09
A0398,MAA,DEL,Air India Express,2026-09-12,2026-09-05,18:40,T+7,Economy,8737,1192,150,10079,AVAILABLE,Sample Data,2026-09-05 18:40
A0399,BOM,BLR,Akasa Air,2026-10-05,2026-09-05,02:25,T+30,Economy,6202,577,212,6991,AVAILABLE,Sample Data,2026-09-05 02:25
A0400,BLR,HYD,Air India Express,2026-09-20,2026-09-05,23:05,T+15,Economy,6224,999,133,7356,AVAILABLE,Sample Data,2026-09-05 23:05
A0401,MAA,DEL,Akasa Air,2026-09-20,2026-09-05,13:52,T+15,Economy,3018,1047,151,4216,AVAILABLE,Sample Data,2026-09-05 13:52
A0402,DEL,BLR,Akasa Air,2026-09-20,2026-09-05,04:36,T+15,Economy,5144,790,136,6070,AVAILABLE,Sample Data,2026-09-05 04:36
A0403,DEL,CCU,Air India Express,2026-09-06,2026-09-05,14:01,T+1,Economy,2876,601,210,3687,AVAILABLE,Sample Data,2026-09-05 14:01
A0404,DEL,BOM,Air India,2026-10-05,2026-09-05,22:58,T+30,Economy,6239,500,295,7034,AVAILABLE,Sample Data,2026-09-05 22:58
A0405,DEL,BLR,Air India Express,2026-09-12,2026-09-05,02:23,T+7,Economy,4744,595,217,5556,AVAILABLE,Sample Data,2026-09-05 02:23
A0406,MAA,DEL,Air India,2026-09-06,2026-09-05,07:27,T+1,Economy,5746,1140,128,7014,AVAILABLE,Sample Data,2026-09-05 07:27
A0407,MAA,DEL,IndiGo,2026-09-06,2026-09-05,18:14,T+1,Economy,2508,718,172,3398,AVAILABLE,Sample Data,2026-09-05 18:14
A0408,BLR,HYD,Akasa Air,2026-09-06,2026-09-05,13:44,T+1,Economy,2566,851,259,3676,AVAILABLE,Sample Data,2026-09-05 13:44
A0409,DEL,BLR,Akasa Air,2026-09-06,2026-09-05,03:06,T+1,Economy,4375,892,72,5339,AVAILABLE,Sample Data,2026-09-05 03:06
A0410,BOM,BLR,Air India Express,2026-09-20,2026-09-05,04:41,T+15,Economy,3623,891,248,4762,AVAILABLE,Sample Data,2026-09-05 04:41
A0411,MAA,DEL,Air India,2026-09-06,2026-09-05,05:28,T+1,Economy,6845,1076,52,7973,AVAILABLE,Sample Data,2026-09-05 05:28
A0412,BOM,BLR,Air India,2026-09-12,2026-09-05,06:05,T+7,Economy,5872,1130,225,7227,AVAILABLE,Sample Data,2026-09-05 06:05
A0413,DEL,BOM,Air India,2026-09-06,2026-09-05,10:50,T+1,Economy,7329,893,139,8361,SOLD_OUT,Sample Data,2026-09-05 10:50
A0414,DEL,BLR,Air India,2026-09-20,2026-09-05,19:46,T+15,Economy,7780,586,113,8479,AVAILABLE,Sample Data,2026-09-05 19:46
A0415,BLR,HYD,Air India Express,2026-09-06,2026-09-05,16:12,T+1,Economy,7893,808,102,8803,AVAILABLE,Sample Data,2026-09-05 16:12
A0416,MAA,DEL,Akasa Air,2026-09-20,2026-09-05,07:31,T+15,Economy,7793,555,250,8598,AVAILABLE,Sample Data,2026-09-05 07:31
A0417,DEL,CCU,IndiGo,2026-09-12,2026-09-05,00:23,T+7,Economy,6592,1153,202,7947,AVAILABLE,Sample Data,2026-09-05 00:23
A0418,BOM,BLR,Air India,2026-10-05,2026-09-05,05:48,T+30,Economy,7156,930,143,8229,AVAILABLE,Sample Data,2026-09-05 05:48
A0419,DEL,CCU,IndiGo,2026-09-06,2026-09-05,01:59,T+1,Economy,7311,569,53,7933,AVAILABLE,Sample Data,2026-09-05 01:59
A0420,DEL,BOM,Akasa Air,2026-10-20,2026-09-05,13:27,T+45,Economy,4846,1143,232,6221,AVAILABLE,Sample Data,2026-09-05 13:27
A0421,MAA,DEL,Akasa Air,2026-09-06,2026-09-05,08:05,T+1,Economy,7747,1049,187,8983,AVAILABLE,Sample Data,2026-09-05 08:05
A0422,BOM,BLR,IndiGo,2026-10-20,2026-09-05,18:40,T+45,Economy,4164,659,187,5010,AVAILABLE,Sample Data,2026-09-05 18:40
A0423,MAA,DEL,IndiGo,2026-09-20,2026-09-05,07:03,T+15,Economy,8223,947,236,9406,SOLD_OUT,Sample Data,2026-09-05 07:03
A0424,DEL,BLR,IndiGo,2026-10-05,2026-09-05,09:42,T+30,Economy,3450,964,206,4620,AVAILABLE,Sample Data,2026-09-05 09:42
A0425,MAA,DEL,Air India,2026-09-06,2026-09-05,15:22,T+1,Economy,2603,640,229,3472,AVAILABLE,Sample Data,2026-09-05 15:22
A0426,BLR,HYD,SpiceJet,2026-09-20,2026-09-05,08:46,T+15,Economy,3867,880,82,4829,AVAILABLE,Sample Data,2026-09-05 08:46
A0427,DEL,BOM,IndiGo,2026-09-20,2026-09-05,22:36,T+15,Economy,6017,778,184,6979,AVAILABLE,Sample Data,2026-09-05 22:36
A0428,MAA,DEL,IndiGo,2026-10-05,2026-09-05,18:10,T+30,Economy,6228,1023,142,7393,AVAILABLE,Sample Data,2026-09-05 18:10
A0429,BOM,BLR,Air India,2026-09-20,2026-09-05,23:07,T+15,Economy,8835,605,278,9718,AVAILABLE,Sample Data,2026-09-05 23:07
A0430,DEL,BLR,SpiceJet,2026-09-06,2026-09-05,11:24,T+1,Economy,2860,512,112,3484,AVAILABLE,Sample Data,2026-09-05 11:24
A0431,DEL,BLR,Air India,2026-09-06,2026-09-05,07:26,T+1,Economy,7029,1171,157,8357,AVAILABLE,Sample Data,2026-09-05 07:26
A0432,MAA,DEL,Air India Express,2026-09-20,2026-09-05,21:57,T+15,Economy,3138,1085,145,4368,AVAILABLE,Sample Data,2026-09-05 21:57
A0433,DEL,BOM,Air India,2026-09-12,2026-09-05,14:55,T+7,Economy,6725,547,294,7566,AVAILABLE,Sample Data,2026-09-05 14:55
A0434,BOM,BLR,Air India Express,2026-09-20,2026-09-05,06:18,T+15,Economy,3207,1066,166,4439,AVAILABLE,Sample Data,2026-09-05 06:18
A0435,BLR,HYD,Air India Express,2026-10-20,2026-09-05,15:49,T+45,Economy,4487,975,144,5606,AVAILABLE,Sample Data,2026-09-05 15:49
A0436,DEL,BLR,SpiceJet,2026-09-12,2026-09-05,07:34,T+7,Economy,3733,506,288,4527,AVAILABLE,Sample Data,2026-09-05 07:34
A0437,BOM,BLR,IndiGo,2026-09-20,2026-09-05,23:19,T+15,Economy,2511,1173,146,3830,AVAILABLE,Sample Data,2026-09-05 23:19
A0438,DEL,BOM,Air India,2026-10-20,2026-09-05,04:45,T+45,Economy,4451,929,175,5555,SOLD_OUT,Sample Data,2026-09-05 04:45
A0439,BOM,BLR,IndiGo,2026-09-06,2026-09-05,11:29,T+1,Economy,4396,1032,155,5583,AVAILABLE,Sample Data,2026-09-05 11:29
A0440,MAA,DEL,IndiGo,2026-10-20,2026-09-05,12:04,T+45,Economy,3282,1017,84,4383,AVAILABLE,Sample Data,2026-09-05 12:04
A0441,BLR,HYD,SpiceJet,2026-09-06,2026-09-05,09:16,T+1,Economy,6063,1178,296,7537,AVAILABLE,Sample Data,2026-09-05 09:16
A0442,BOM,BLR,Akasa Air,2026-09-20,2026-09-05,06:08,T+15,Economy,5105,963,119,6187,AVAILABLE,Sample Data,2026-09-05 06:08
A0443,BLR,HYD,IndiGo,2026-09-12,2026-09-05,13:07,T+7,Economy,3365,668,165,4198,AVAILABLE,Sample Data,2026-09-05 13:07
A0444,BLR,HYD,Air India Express,2026-09-12,2026-09-05,03:05,T+7,Economy,6202,815,168,7185,AVAILABLE,Sample Data,2026-09-05 03:05
A0445,DEL,BLR,Air India Express,2026-10-20,2026-09-05,04:05,T+45,Economy,2830,720,263,3813,AVAILABLE,Sample Data,2026-09-05 04:05
A0446,MAA,DEL,Air India,2026-09-20,2026-09-05,08:52,T+15,Economy,5746,1025,62,6833,AVAILABLE,Sample Data,2026-09-05 08:52
A0447,DEL,BLR,IndiGo,2026-10-05,2026-09-05,03:29,T+30,Economy,6204,1069,241,7514,AVAILABLE,Sample Data,2026-09-05 03:29
A0448,DEL,BOM,Air India,2026-09-06,2026-09-05,07:08,T+1,Economy,2597,563,262,3422,AVAILABLE,Sample Data,2026-09-05 07:08
A0449,DEL,BLR,Akasa Air,2026-09-20,2026-09-05,18:37,T+15,Economy,8122,1145,290,9557,AVAILABLE,Sample Data,2026-09-05 18:37
A0450,BOM,BLR,IndiGo,2026-09-06,2026-09-05,04:05,T+1,Economy,3028,702,281,4011,AVAILABLE,Sample Data,2026-09-05 04:05
A0451,BOM,BLR,IndiGo,2026-09-06,2026-09-05,13:52,T+1,Economy,6276,551,93,6920,SOLD_OUT,Sample Data,2026-09-05 13:52
A0452,MAA,DEL,Akasa Air,2026-10-05,2026-09-05,11:13,T+30,Economy,2741,891,224,3856,AVAILABLE,Sample Data,2026-09-05 11:13
A0453,DEL,BLR,Air India Express,2026-09-20,2026-09-05,19:15,T+15,Economy,6153,652,58,6863,AVAILABLE,Sample Data,2026-09-05 19:15
A0454,MAA,DEL,Air India Express,2026-10-05,2026-09-05,08:24,T+30,Economy,5875,1063,172,7110,AVAILABLE,Sample Data,2026-09-05 08:24
A0455,DEL,BLR,Akasa Air,2026-09-12,2026-09-05,17:50,T+7,Economy,7764,1038,113,8915,AVAILABLE,Sample Data,2026-09-05 17:50
A0456,DEL,BOM,Akasa Air,2026-09-20,2026-09-05,18:32,T+15,Economy,6429,1057,250,7736,AVAILABLE,Sample Data,2026-09-05 18:32
A0457,BOM,BLR,Akasa Air,2026-09-20,2026-09-05,00:57,T+15,Economy,3973,526,131,4630,AVAILABLE,Sample Data,2026-09-05 00:57
A0458,BOM,BLR,IndiGo,2026-10-05,2026-09-05,07:10,T+30,Economy,6837,866,246,7949,AVAILABLE,Sample Data,2026-09-05 07:10
A0459,DEL,BOM,Air India,2026-09-12,2026-09-05,23:03,T+7,Economy,4683,1046,258,5987,AVAILABLE,Sample Data,2026-09-05 23:03
A0460,DEL,BLR,SpiceJet,2026-10-05,2026-09-05,10:51,T+30,Economy,5406,677,95,6178,AVAILABLE,Sample Data,2026-09-05 10:51
A0461,MAA,DEL,Air India Express,2026-10-20,2026-09-05,04:36,T+45,Economy,2731,860,292,3883,AVAILABLE,Sample Data,2026-09-05 04:36
A0462,DEL,BLR,Akasa Air,2026-10-20,2026-09-05,01:14,T+45,Economy,5031,679,175,5885,AVAILABLE,Sample Data,2026-09-05 01:14
A0463,BLR,HYD,Air India,2026-09-06,2026-09-05,19:12,T+1,Economy,6812,989,50,7851,AVAILABLE,Sample Data,2026-09-05 19:12
A0464,DEL,BLR,Air India Express,2026-09-12,2026-09-05,22:58,T+7,Economy,5150,560,55,5765,AVAILABLE,Sample Data,2026-09-05 22:58
A0465,DEL,BLR,IndiGo,2026-10-20,2026-09-05,21:25,T+45,Economy,5489,574,145,6208,AVAILABLE,Sample Data,2026-09-05 21:25
A0466,BLR,HYD,IndiGo,2026-09-20,2026-09-05,23:27,T+15,Economy,4972,830,84,5886,MISSING,Sample Data,2026-09-05 23:27
A0467,MAA,DEL,Akasa Air,2026-09-20,2026-09-05,19:50,T+15,Economy,3927,1075,227,5229,AVAILABLE,Sample Data,2026-09-05 19:50
A0468,BOM,BLR,Air India,2026-10-20,2026-09-05,09:08,T+45,Economy,3936,887,128,4951,AVAILABLE,Sample Data,2026-09-05 09:08
A0469,DEL,BLR,IndiGo,2026-10-20,2026-09-05,10:58,T+45,Economy,5707,1081,58,6846,AVAILABLE,Sample Data,2026-09-05 10:58
A0470,BLR,HYD,Air India,2026-10-20,2026-09-05,02:15,T+45,Economy,3352,1008,86,4446,AVAILABLE,Sample Data,2026-09-05 02:15
A0471,BOM,BLR,Air India Express,2026-09-12,2026-09-05,20:46,T+7,Economy,7711,590,260,8561,AVAILABLE,Sample Data,2026-09-05 20:46
A0472,BOM,BLR,Akasa Air,2026-09-06,2026-09-05,11:16,T+1,Economy,4672,714,113,5499,AVAILABLE,Sample Data,2026-09-05 11:16
A0473,DEL,BOM,IndiGo,2026-09-06,2026-09-05,05:56,T+1,Economy,5661,948,237,6846,AVAILABLE,Sample Data,2026-09-05 05:56
A0474,DEL,CCU,Akasa Air,2026-10-05,2026-09-05,15:50,T+30,Economy,5377,1059,146,6582,AVAILABLE,Sample Data,2026-09-05 15:50
A0475,BLR,HYD,Air India,2026-09-12,2026-09-05,09:01,T+7,Economy,6196,575,254,7025,AVAILABLE,Sample Data,2026-09-05 09:01
A0476,BOM,BLR,Air India Express,2026-09-06,2026-09-05,05:46,T+1,Economy,3107,850,93,4050,AVAILABLE,Sample Data,2026-09-05 05:46
A0477,DEL,BOM,SpiceJet,2026-09-06,2026-09-05,22:01,T+1,Economy,5268,1108,207,6583,AVAILABLE,Sample Data,2026-09-05 22:01
A0478,DEL,CCU,Air India,2026-10-20,2026-09-05,06:12,T+45,Economy,6056,660,63,6779,AVAILABLE,Sample Data,2026-09-05 06:12
A0479,DEL,CCU,SpiceJet,2026-10-20,2026-09-05,03:03,T+45,Economy,4673,1176,122,5971,AVAILABLE,Sample Data,2026-09-05 03:03
A0480,DEL,CCU,SpiceJet,2026-10-20,2026-09-05,13:05,T+45,Economy,6521,657,63,7241,AVAILABLE,Sample Data,2026-09-05 13:05
A0481,BOM,BLR,SpiceJet,2026-10-05,2026-09-05,20:18,T+30,Economy,4135,599,56,4790,AVAILABLE,Sample Data,2026-09-05 20:18
A0482,DEL,BOM,Akasa Air,2026-09-06,2026-09-05,21:16,T+1,Economy,5026,907,170,6103,AVAILABLE,Sample Data,2026-09-05 21:16
A0483,DEL,BOM,SpiceJet,2026-10-05,2026-09-05,05:28,T+30,Economy,4014,879,276,5169,AVAILABLE,Sample Data,2026-09-05 05:28
A0484,DEL,BOM,Air India Express,2026-10-05,2026-09-05,18:03,T+30,Economy,6309,769,107,7185,AVAILABLE,Sample Data,2026-09-05 18:03
A0485,DEL,BLR,IndiGo,2026-09-06,2026-09-05,18:14,T+1,Economy,7973,852,256,9081,AVAILABLE,Sample Data,2026-09-05 18:14
A0486,BLR,HYD,IndiGo,2026-10-05,2026-09-05,15:36,T+30,Economy,6780,928,297,8005,AVAILABLE,Sample Data,2026-09-05 15:36
A0487,DEL,BLR,Akasa Air,2026-09-20,2026-09-05,01:32,T+15,Economy,3146,904,281,4331,AVAILABLE,Sample Data,2026-09-05 01:32
A0488,BLR,HYD,SpiceJet,2026-10-20,2026-09-05,14:11,T+45,Economy,8050,1135,87,9272,AVAILABLE,Sample Data,2026-09-05 14:11
A0489,DEL,BLR,Air India,2026-09-12,2026-09-05,21:27,T+7,Economy,3533,543,158,4234,AVAILABLE,Sample Data,2026-09-05 21:27
A0490,DEL,BLR,Air India,2026-10-20,2026-09-05,02:05,T+45,Economy,4612,827,283,5722,AVAILABLE,Sample Data,2026-09-05 02:05
A0491,DEL,CCU,SpiceJet,2026-10-05,2026-09-05,14:58,T+30,Economy,7022,833,269,8124,AVAILABLE,Sample Data,2026-09-05 14:58
A0492,DEL,BOM,SpiceJet,2026-10-20,2026-09-05,04:36,T+45,Economy,6780,929,78,7787,AVAILABLE,Sample Data,2026-09-05 04:36
A0493,BLR,HYD,SpiceJet,2026-09-06,2026-09-05,09:55,T+1,Economy,3365,1076,249,4690,AVAILABLE,Sample Data,2026-09-05 09:55
A0494,BLR,HYD,Air India Express,2026-10-05,2026-09-05,19:30,T+30,Economy,4663,892,217,5772,AVAILABLE,Sample Data,2026-09-05 19:30
A0495,DEL,BOM,Air India,2026-09-20,2026-09-05,22:25,T+15,Economy,5801,647,208,6656,AVAILABLE,Sample Data,2026-09-05 22:25
A0496,DEL,BOM,Akasa Air,2026-09-20,2026-09-05,08:57,T+15,Economy,8156,743,62,8961,AVAILABLE,Sample Data,2026-09-05 08:57
A0497,BOM,BLR,IndiGo,2026-09-20,2026-09-05,22:43,T+15,Economy,4982,818,121,5921,AVAILABLE,Sample Data,2026-09-05 22:43
A0498,DEL,BOM,Air India,2026-09-12,2026-09-05,08:46,T+7,Economy,4961,953,248,6162,AVAILABLE,Sample Data,2026-09-05 08:46
A0499,DEL,CCU,SpiceJet,2026-09-06,2026-09-05,13:47,T+1,Economy,4039,952,104,5095,SOLD_OUT,Sample Data,2026-09-05 13:47
A0500,DEL,CCU,SpiceJet,2026-09-20,2026-09-05,09:45,T+15,Economy,2960,1027,252,4239,AVAILABLE,Sample Data,2026-09-05 09:45
